Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
PCDHGA1|56114,10.4956,20.8073,8.8085,45.1121,2.8265,8.3778,3.268,10.8157,9.9751,40.3974,18.6916,23.3379,1.3108,11.0142,12.5908,15.978,26.2672,1.9802,1.0418,20.087
PCDHGA2|56113,5.8309,5.4099,24.5712,32.7656,1.6959,16.0069,3.8126,19.8288,1.33,72.8477,15.5763,5.0337,0,4.5893,8.7167,2.7548,15.7171,0.6601,3.6463,15.6311
PCDHGA3|56112,5.2478,2.0807,22.981,20.4191,1.1306,5.7598,5.9967,8.1388,1.995,19.2053,11.571,1.3728,3.2771,1.7256,28.0872,4.259,8.4479,1.9802,1.5627,5.6913
PCDHGA4|56111,15.7434,14.5651,20.3987,24.6929,8.4794,7.3306,4.902,11.717,3.325,17.8808,28.0374,11.4401,0.6554,4.1303,19.3462,8.2645,9.332,1.3201,0.5209,85.5541
PCDHGA5|56110,14.5773,14.5651,11.1266,26.1175,2.2612,8.9015,9.2593,14.4209,1.3433,14.5695,12.9061,7.7793,0,0.9179,7.7482,2.2039,16.2083,1.9802,0.5209,9.374
PCDHGA6|56109,19.8251,19.7919,74.7705,25.6426,3.957,18.3265,3.8126,42.2533,4.655,35.0993,34.6328,16.515,0,3.7907,11.138,7.1625,33.1532,8.5809,3.1254,16.0696
PCDHGA7|56108,8.7464,16.6334,8.8085,9.502,8.892,23.6465,11.4379,25.3538,0.665,40.404,13.3511,73.5234,0,3.3777,9.201,3.8567,9.8527,5.3531,3.912,7.0305
PCDHGA8|9708,1.7493,1.2484,3.7089,5.2235,2.8265,4.7125,8.1699,3.6052,3.3982,13.245,2.2252,20.1346,0.6554,1.386,8.2324,9.686,1.9646,2.6403,0,7.4088
PCDHGA9|56107,8.7464,5.8261,12.981,12.8213,0.5653,29.8618,9.2593,24.3353,21.2801,7.947,16.4664,4.1184,0,46.4479,5.8111,4.9587,21.611,7.2607,3.6463,11.3827
PCDHGB1|56104,28.5714,48.6891,25.0348,37.9891,24.8728,14.6612,26.6885,5.4078,3.325,32.4503,455.5585,18.3042,0.6554,2.7536,71.1864,11.5702,40.7662,0.6601,6.2508,124.5162
PCDHGB2|56103,7.5802,10.4037,16.2262,37.5142,6.7835,8.9015,8.0664,27.0392,1.995,29.1391,21.8069,9.6097,2.6217,6.8839,16.4649,35.5813,558.2367,9.901,1.0418,87.7134
PCDHGB3|56102,12.2449,4.1615,9.2721,10.447,2.2612,6.807,5.4466,9.0131,1.33,9.9338,10.6809,10.0673,0,0.9179,2.4213,3.3058,18.1729,0.6601,1.5627,23.3411
PCDHGB4|8641,19.8251,10.8198,43.1154,28.4918,5.6529,24.6099,19.0632,76.6111,5.32,22.5166,7.1206,62.6919,0,25.2409,30.0242,50.1377,100.6876,3.3003,13.0225,10.0435
PCDHGB5|56101,100.4315,92.5551,492.6657,243.2299,3.3917,24.0863,11.4379,33.3484,3.99,74.6225,10.6809,7.3217,15.0746,328.5177,48.4262,642.7603,999.6513,5.2805,37.6091,57.3184
PCDHGB6|56100,19.8251,7.0745,11.5902,18.5197,4.5223,15.1848,13.6166,37.8549,223.3882,25.1656,30.8233,9.1521,0.6554,13.3089,8.7167,13.7741,28.4872,3.9604,5.7299,40.4486
PCDHGB7|56099,45.4461,12.0682,16.2262,17.57,22.0464,53.4087,8.7146,110.0946,21.2801,11.2583,21.3618,15.5586,0.6554,10.0964,10.6538,4.4077,24.558,29.7888,9.8971,81.6137
PCDHGB8P|56120,2.9155,0,1.8544,7.123,0.5653,1.5708,0,2.7039,1.995,3.9735,1.3351,0,0,1.3768,0.9685,4.9587,0.9823,2.6403,0,0.6696
PCDHGC3|5098,686.7755,468.3812,1496.8753,1982.8835,1496.9418,915.609,309.1449,1683.3979,1075.0324,915.6887,1266.1015,528.4196,775.8414,2123.2721,433.9225,1776.6612,3853.6198,1441.8086,418.8775,1719.5413
PCDHGC4|56098,0.5831,0.8323,3.2452,18.4342,1.1306,3.1417,1.0893,1.6854,0.665,4.6358,16.8046,1.3728,0,4.1303,0,2.2039,9.9656,0.6601,0,4.0174
PCDHGC5|56097,4.0816,0.4161,4.3208,16.1454,0,2.0945,0.5447,4.5065,12.01,5.9603,5.3405,0.4576,0,1.3768,0,9.2893,9.9214,6.6733,0.5209,14.0609
PCDP1|200373,0,1.2484,0,11.8716,1.6959,0.5236,0,0,0,5.298,8.4557,0.4576,0,0.4589,2.9056,0,0,1.9802,0,0
PCF11|51585,1207.5802,1024.1365,1137.2276,1064.1695,693.0469,1339.4073,1090.4139,1430.374,1028.0964,854.9669,1076.5465,1253.8382,435.1958,697.1088,1359.8063,766.9421,1002.947,1239.604,893.3455,932.7084
PCGEM1|64002,0,0,0,0,0,0,0.5447,0,0,0,0,0,0,0,0,0,0,0,0,0
PCGF1|84759,381.9242,263.0046,292.5359,401.2598,308.649,263.3784,276.6885,116.2686,355.7772,350.3311,216.7334,261.7502,461.4124,305.6448,352.5424,262.259,388.5069,423.7624,325.0423,465.3498
PCGF2|7703,637.6735,728.2938,1307.6263,2259.0168,1336.8626,2197.8584,1188.3551,488.5534,2004.6351,731.1325,2610.1157,739.6684,180.4883,1582.4507,2951.908,706.4738,555.5501,2904.3564,757.3382,893.3679
PCGF3|10336,1215.1603,1638.3687,2163.1896,4512.1547,3142.4534,2027.4374,3699.3464,1709.7792,2189.1937,1705.9603,2909.6573,2193.7592,859.2495,4877.0078,1697.3366,1411.0193,1031.9253,3669.3069,1304.3365,1461.6672
PCGF5|84333,956.2682,444.4444,837.7376,680.0048,324.4771,516.2844,269.6078,1041.0095,747.4647,1272.1854,408.5447,635.6136,901.1961,661.7715,721.0654,1251.7906,943.0255,750.495,821.4611,1028.1219
PCGF6|84108,184.8397,297.9609,279.5549,133.4367,330.13,619.9602,316.4488,97.3411,212.1363,203.3113,107.2541,209.5832,84.5486,191.3722,340.9201,422.5895,324.165,158.4158,383.3833,146.6354
PCID2|55795,1049.5627,642.114,582.7538,569.8364,840.5879,333.5428,1530.5011,645.3357,753.4497,733.1126,503.3378,711.576,677.6995,472.235,804.3584,1170.2479,587.4263,715.5116,723.5317,887.8473
PCIF1|63935,1330.0292,790.2622,905.4242,1109.2816,1882.9847,752.4348,925.9259,1104.1009,1189.0274,686.755,996.8847,1442.3715,1120.7603,926.1129,815.4964,673.2782,803.0452,994.0594,504.2323,1169.7355
PCK1|5105,5.8309,2.4969,0,0,6.2182,0,20.1525,24.3353,0,0,0.8901,110.2828,0,0,0,0,0,38.9439,0,0.3348
PCK2|5106,2468.8047,1215.5639,884.5619,468.2156,1531.3737,1926.9033,1119.281,636.3227,1322.0283,527.1523,2201.1571,1575.077,813.3705,1191.3722,2269.2494,679.8898,478.389,495.0495,1782.0029,822.5644
PCLO|27445,224.4898,32.8756,1.3908,460.1429,22.6116,120.4315,361.1111,82.9202,39.2352,277.4834,34.713,4.5761,46.5345,166.5902,107.9903,0.551,37.8193,183.4983,12.5016,82.6917
PCM1|5108,1731.1953,1481.4815,2883.1711,1507.6922,1208.0271,1332.0767,1736.3834,3706.174,2165.2535,1096.0265,1211.838,2440.4084,587.9076,2083.9835,2131.7191,1403.8567,584.4794,2064.0264,979.8151,1547.7067
PCMT1|5110,793.0029,1162.7133,1172.4618,619.2222,777.8406,1233.637,1230.9368,861.6494,960.266,818.543,878.0596,1087.2699,683.5982,983.9376,1220.339,942.1488,1215.6189,817.1617,2503.451,1248.7446
PCMTD1|115294,1684.5481,2005.4099,1672.6936,821.0393,1157.7162,1625.3011,1125.2723,1884.6327,1650.5403,915.894,1259.012,1935.6699,321.8089,1115.6494,1084.2615,1318.4573,351.6699,1062.0462,1544.9928,850.6863
PCMTD2|55251,1786.0058,2168.9555,1883.1711,1781.6885,1614.4715,990.156,1973.3115,1889.1393,1264.8379,920.5298,1108.5892,1922.3993,246.4362,821.4777,1176.7554,685.9504,643.9096,1627.7228,1052.2203,699.0291
PCNAP1|359806,0,0,0,0,0,0,0.5447,0,0,0,0.445,0,0,0,0,0,0,0,0,0
PCNA|5111,2767.93,2323.3458,3385.7209,2402.3354,2789.1464,4641.3237,3734.2048,1628.6616,3334.9958,2996.0265,2972.4077,5818.9073,2686.5476,3730.1514,3956.9007,6939.9449,3979.3713,2494.3894,2861.3101,6748.5772
PCNP|57092,2365.5977,2340.824,2879.4622,2346.3015,2758.6207,2799.246,2092.5926,1939.6124,2319.5345,2279.4702,1295.0601,3137.7986,1713.2558,2868.7471,2647.9419,2248.4848,2235.7564,2153.7954,1553.3273,1854.7037
PCNT|5116,567.93,1046.1923,818.7297,867.1011,1028.8298,1138.8627,1836.6013,1021.1807,900.4156,868.8742,895.8611,1057.0679,968.0485,643.4144,590.3148,1763.6364,663.0648,518.1518,1346.5295,824.5732
PCNXL2|80003,186.5889,260.5077,148.3542,417.88,138.4963,71.7353,727.1242,358.7201,206.8163,573.5099,399.644,200.8887,69.474,258.8343,229.54,43.5262,390.4715,268.6469,276.5985,184.1312
PCNXL3|399909,1357.4344,1815.6471,1085.7673,818.665,2074.0531,4363.8077,2144.3355,1786.3903,1453.6991,2431.7881,1227.8594,1306.0052,3246.2723,1101.4227,1490.5569,1577.4105,2606.0904,1680.5281,1268.9152,2224.9749
PCNX|22990,891.5452,787.7653,840.0556,723.2174,1594.6863,811.0797,643.2462,1440.2884,775.3948,636.4238,1025.3672,552.3294,823.2017,692.9784,426.1501,296.9697,1009.8232,880.5281,546.4253,1463.3411
PCOLCE2|26577,103.207,34.5402,4.1725,10.447,13.0017,634.0978,158.4967,54.0784,3.325,6.6225,323.0975,6.4065,9.1758,9.1785,2.4213,1.1019,38.3104,1.3201,10.418,63.609
PCOLCE|5118,593.5569,193.0836,762.1697,328.4205,665.3307,815.2424,681.3562,2073.8351,793.35,332.9404,690.0045,415.4735,763.5196,307.0216,154.9637,215.427,1346.7043,788.1188,721.3127,1818.845
PCOTH|542767,20.5131,2.1057,12.981,78.2243,3.0808,0,6.5359,22.1541,5.32,5.298,14.2412,17.8466,21.6287,2.7536,0.4843,28.9477,35.4028,0,64.5032,12.0054
PCP2|126006,39.0671,21.6396,22.2531,56.9836,22.0464,0,33.2244,6.3091,12.6351,5.9603,13.3511,13.7282,3.2771,13.7678,2.4213,1.6529,0.9823,16.5017,25.0033,1.0044
PCP4L1|654790,433.2362,1912.6092,774.6871,706.1223,17.524,39.2711,910.6754,470.4822,578.5536,4507.947,36.4931,1384.7132,32.1154,1911.8862,1414.0436,0.551,7.8585,173.5974,28.1287,20.7566
PCP4|5121,232.07,1.2484,1.8544,170.4761,2.2612,2.0945,0,107.2555,7.98,150.9934,0,5.9489,77.9944,0.4589,1.937,0,150.2947,1.3201,0.5209,17.074
PCSK1N|27344,6.414,0,44.0427,203.2417,64.4432,25.1335,0.5447,32.447,0,0,37.3832,10.0673,36.0478,0.9179,9.201,87.0523,74.6562,17.8218,51.5692,8.3696
PCSK1|5122,6.9971,6.2422,1.8544,2.8492,1.6959,9.4251,17.4292,19.8288,0.665,3.9735,1.3351,4.1184,1.3108,0.9179,0.4843,2.7548,9.8232,0,5.7299,28.4566
PCSK2|5126,0,2.0807,0.4636,0.4749,0.5653,0,8.1699,19.8288,2.66,28.4768,0.445,1.8304,0,0,0,0,0,0,0,0
PCSK4|54760,14.5773,9.9875,111.2656,129.6378,10.7405,34.035,16.3399,28.8418,140.9809,121.1921,432.5768,42.0997,18.3516,25.2409,11.6223,14.3251,23.0845,72.6073,198.9842,32.1393
PCSK5|5125,26.8222,5.8261,9.7357,21.8437,6.2182,26.1808,83.3333,44.164,17.2901,23.1788,133.5113,8.6945,16.3854,1.8357,97.3366,3.8567,623.7721,5.9406,8.8553,111.4831
PCSK6|5046,25.0729,536.829,205.3778,227.9346,759.7513,491.6745,345.8606,192.8797,684.2893,628.4768,99.2434,268.6142,244.4699,112.4369,177.724,1145.4545,120.334,133.9934,406.3029,526.9501
PCSK7|9159,581.4111,785.1436,519.9907,595.7022,611.4641,587.2866,876.7919,1235.5205,506.68,666.5894,975.2737,657.002,2360.2884,707.6778,611.3075,659.6474,1026.7289,787.5248,571.3609,1657.0305
PCSK9|255738,12.2449,2.913,3.2452,155.7553,6.2182,475.4425,14.7059,29.7431,29.2602,7.947,132.1762,16.0162,365.0664,10.0964,14.0436,3.3058,1200.3929,0.6601,4.6881,8.0348
PCTP|58488,660.0583,583.4374,326.8428,820.0896,498.5868,2257.3044,3117.6471,249.662,192.1862,1120.5298,1415.2203,1393.4077,621.9892,464.4332,625.1816,569.146,631.6306,314.8515,1183.4874,325.0753
PCYOX1L|78991,384.2566,500.6242,522.0213,338.1029,173.5444,382.239,839.3246,320.8653,161.596,231.1258,330.6631,684.5773,213.01,311.6108,78.4504,108.5399,172.3969,609.901,362.5472,112.1527
PCYOX1|51449,1429.1545,1841.4482,2483.0783,1546.631,1549.463,1114.7764,2636.1656,1720.5949,2409.9751,3603.3113,1619.4927,1283.1249,912.9936,1994.4929,2132.6877,2575.2066,3597.2495,1166.9967,1934.106,3041.848
PCYT1A|5130,330.0292,480.233,285.1182,325.7565,439.2312,855.0634,546.2963,295.6287,194.1812,290.7285,301.7356,337.7126,686.2199,337.7696,347.6998,539.3939,535.8546,396.6997,355.2546,553.3981
PCYT1B|9468,2.3324,1.2484,2.7816,0.4749,2.8265,4.7125,0.5447,4.5065,2.66,5.9603,112.1495,1.8304,2.6217,3.2125,140.9201,0,29.4695,0,3.1254,10.3783
PCYT2|5833,855.9767,926.7582,765.8785,681.4294,919.7287,955.0738,914.488,511.041,1191.0224,781.457,1531.8202,771.9799,758.971,1022.9463,1793.2203,579.0634,363.4578,978.8779,1388.2016,455.9759
PC|5091,286.2974,206.8248,172.9254,178.0739,780.667,493.2454,602.9412,183.8666,87.7805,239.0728,624.3881,270.4447,346.0593,122.9922,306.0533,148.7603,226.4244,210.5611,154.1867,175.7616
PDAP1|11333,2402.3324,3072.8256,2417.2462,2958.4008,3120.407,3362.1322,4619.8257,2271.2934,2819.6176,4813.9073,3566.5332,3822.376,8332.951,2898.1184,4464.4068,4011.0193,2819.7446,2484.4884,4381.2996,2640.1071
PDCD10|11235,829.1545,672.9089,748.7251,686.178,641.0401,770.2377,976.0349,556.1064,585.8687,1213.245,1087.2274,829.6382,993.6097,818.7242,1016.4649,609.9174,754.9116,507.5908,798.5415,899.23
PDCD11|22984,1072.8863,2455.2643,939.2675,839.559,1594.6863,2279.8199,2822.9847,1237.4944,1284.123,930.4636,955.9413,1408.0511,1183.0247,1170.7205,1928.8136,1554.27,1210.2161,1208.5809,1939.315,1031.1349
PDCD1LG2|80380,59.4752,1.2484,5.0997,2.3743,6.7835,28.7988,7.0806,84.7228,28.5952,142.3841,11.1259,2.288,182.2055,4.1303,7.2639,74.3802,64.833,11.8812,33.8586,445.5976
PDCD1|5133,91.5452,7.0745,1.3908,16.1454,3.3917,2.6181,4.902,266.7868,52.5353,168.8742,2.2252,2.288,613.4688,0.9179,12.5908,54.5455,8.8409,17.1617,6.2508,129.8962
PDCD2L|84306,223.3236,283.3958,118.6834,167.152,154.8898,412.085,226.5795,127.9856,138.9859,296.6887,169.1144,168.8563,478.4532,146.8564,649.8789,399.449,290.7662,176.8977,923.0369,227.9879
PDCD2|5134,690.9621,1307.9484,895.2248,498.6069,659.6947,665.5147,885.0763,666.0658,729.5096,736.4238,558.9675,884.0932,340.1606,774.2084,897.8208,645.73,648.8212,848.8449,2237.2705,691.6639
PDCD4|27250,1123.5743,1440.6617,2685.1507,871.6693,1177.7841,1058.4197,2913.3007,2938.1343,1998.1446,919.3377,490.9746,1037.1758,1174.4191,1484.6581,4783.2542,1873.3609,679.2583,1785.0825,1567.9958,687.5561
PDCD5|9141,661.2245,1078.6517,790.9133,956.3755,1459.0164,1548.8533,4547.9303,562.4155,947.6309,1595.3642,817.9795,1108.7773,2240.2097,841.2116,2417.4334,1901.3774,1746.5619,1117.4917,4183.8781,1056.9133
PDCD6IP|10015,4179.0087,3773.6163,4430.2272,3531.0864,3488.4115,3689.9152,3886.1656,2609.2835,3455.3616,2415.894,3115.2648,2991.365,1404.5551,4373.5659,2101.6949,3541.0468,2043.7132,3279.868,4443.8078,3539.3371
PDCD6|10016,2044.898,1879.3175,2269.3556,2458.3693,2880.1583,3494.6068,1839.3246,1614.2406,2243.724,1624.5033,1617.2675,2396.0207,3465.1811,4119.3208,2364.6489,2388.4298,1947.446,1688.4488,1882.0159,3192.1661
PDCD7|10081,766.7638,859.3425,838.2012,1045.6498,638.2137,414.1795,492.3747,479.4953,738.1546,433.1126,581.2194,699.6783,538.7514,659.4768,449.8789,507.989,401.277,617.1617,509.9622,602.6113
PDCL2|132954,0,0,0,0,0,0,0,0,0,1.3245,0,0,1.9662,0,0,0,2.4558,0,0,0
PDCL3|79031,663.5569,660.0083,389.8934,575.0599,503.6744,527.2803,607.8431,452.4561,520.6983,769.5364,1368.0463,659.409,1342.2907,785.6815,734.6247,313.4986,480.3536,697.6898,424.5344,601.607
PDCL|5082,386.0058,349.1469,336.5786,313.8849,520.0678,600.0628,382.3529,383.9567,267.3317,426.4901,527.8149,215.0744,348.0256,273.9789,460.5327,341.0468,597.2495,217.1617,549.5507,458.6542
PDC|5132,3.4985,0,1.3908,0.4749,0,0.5236,0.5447,0.9013,0,0,0.445,0,0.6554,0,0,0.551,0.4912,1.3201,0,0
PDDC1|347862,797.0845,1878.9014,1656.9309,1810.6552,850.7631,1357.2102,1769.0632,1033.799,682.9593,832.4503,1310.6364,1300.5139,834.9992,1283.6163,787.8935,1661.157,1104.6169,1966.9967,981.8987,672.5812
PDE10A|10846,585.4227,524.3446,1602.2253,206.5657,1673.2617,90.5854,938.9978,431.726,994.8462,50.9934,518.4691,23.7955,7.865,695.732,1662.954,9.3664,42.7308,1603.9604,129.7044,36.4915
PDE11A|50940,3.4985,0,0,8.0727,1.6959,0,3.268,0,3.99,1.9868,4.4504,0,0.6554,12.8499,0,0,4.4204,0,0.5209,0.3348
PDE12|201626,475.8017,979.6088,771.9054,433.5505,563.03,739.3444,729.8475,608.3822,450.8728,503.9735,510.4584,499.2472,382.7626,601.1932,838.7409,530.5785,392.9273,506.2706,694.8821,501.5065
PDE1A|5136,36.1516,5.8261,8.8085,13.2962,17.524,51.8379,33.2244,86.5255,13.9651,17.2185,101.4686,13.7282,6.5542,9.1785,4.3584,2.7548,10.3143,29.703,19.2733,8.3696
PDE1B|5153,479.3003,8.7391,9.7357,192.3198,11.8711,367.0541,142.7015,89.2294,8.6451,56.9536,214.5082,10.9825,51.7778,1.3768,28.5714,8.8154,16.6994,22.4422,14.5852,95.0787
PDE1C|5137,8.1633,0.4161,2.318,4.2738,6.7835,7.3306,0.5447,75.7098,61.1804,7.947,3.5603,1.8304,1.3108,3.2125,0.4843,0,3.9293,10.5611,0.5209,2.3435
PDE2A|5138,34.4023,87.3908,47.2879,60.3077,133.974,455.5451,19.6078,347.0032,206.8163,104.6358,91.2328,102.5036,41.2912,118.4029,17.9177,3.3058,58.9391,470.6271,45.3184,63.2742
PDE3A|5139,11.6618,22.4719,58.8781,11.3967,14.6976,56.0268,9.2593,45.0653,17.2901,2.649,40.4984,9.1521,0.6554,12.391,2.4213,1.6529,27.0138,24.4224,9.3762,48.5437
PDE3B|5140,157.4344,340.4078,590.1715,58.4082,243.0752,1159.8073,89.3246,507.4358,182.8761,180.7947,402.3142,179.3812,119.2856,153.7402,363.6804,17.6309,37.8193,15.1815,52.0901,256.1098
PDE4A|5141,228.5714,110.2788,371.3491,273.9963,349.9152,263.3784,611.1111,465.0744,570.5736,239.7351,424.5661,51.2518,307.3898,318.9536,97.3366,363.6364,748.0354,222.4422,2483.1358,514.5631
PDE4B|5142,297.9592,111.1111,53.7784,64.1066,72.3573,416.274,32.6797,2092.8346,127.6808,180.1325,94.7931,80.0809,271.9974,35.3373,30.9927,67.7686,91.3556,85.1485,46.8811,558.4198
PDE4C|5143,27.4052,25.3849,29.2072,36.0896,6.7835,32.4641,125.2723,33.3484,13.3001,23.1788,19.5817,35.2356,6.5542,98.2102,4.8426,277.135,4.4204,82.5083,63.5499,19.7523
PDE4DIP|9659,2030.9038,650.8531,719.0542,1573.6983,561.3341,3295.6331,1787.5817,1235.6918,477.473,1917.2185,603.9163,858.4673,1798.4598,777.4208,668.2809,802.7548,1084.9705,703.6304,2235.7078,2327.4188
PDE4D|5144,492.8571,277.9859,676.013,435.8061,281.5828,110.2105,203.7037,960.3966,274.4805,261.7881,115.4829,461.989,249.0578,624.3093,274.092,262.8099,373.4676,396.33,52.5277,336.3977
PDE5A|8654,335.0496,84.4777,146.4998,237.3511,109.6665,321.8609,120.7026,390.8788,140.7614,98.0132,379.2657,71.7296,72.0957,217.3795,46.8814,15.978,204.8134,151.1551,44.2766,234.918
PDE6A|5145,6.9971,13.7328,1.8544,0.4749,2.2612,3.6653,0.5447,3.6052,0,0.6623,0.445,0.4576,11.1421,1.3768,2.9056,1.1019,2.4558,1.9802,8.8553,0.6696
PDE6B|5158,37.9009,0.8323,1.3908,12.8213,6.7835,24.6099,28.9815,63.0915,16.6251,17.8808,261.5487,3.2032,43.9128,1.3768,89.5884,7.1625,82.0236,3.3003,32.2959,8.0348
PDE6C|5146,0,0.4161,0,0,1.1306,0,0.5447,0,0.665,0,0,0.4576,0,0,0.4843,0,0,0,0,0
PDE6D|5147,298.5423,233.042,212.3319,433.0757,232.8999,235.1032,309.9129,249.662,336.4921,427.8146,444.1478,262.2078,424.0537,428.637,265.3753,191.7355,347.7407,538.6139,249.5117,333.7797
PDE6G|5148,7.5802,0.8323,1.8544,3.7989,6.7835,6.807,53.9216,65.7954,1.33,31.7881,1.3351,0.4576,15.73,1.8357,1.4528,3.8567,4.9116,2.6403,34.9004,12.387
PDE6H|5149,1.1662,0,0,0,0,0.5236,0,0,0,0,0,0,0,0,0,0.551,0.4912,0,3.6463,0
PDE7A|5150,806.9971,581.3566,1496.5229,679.0551,1028.0384,504.2413,2115.9041,1664.7138,504.7382,550.9934,1607.9217,910.5565,488.2845,1147.2786,1691.4722,509.6419,769.6169,500.8845,445.3705,1460.8972
PDE7B|27115,64.1399,307.5323,315.2527,24.6929,12.4364,102.1049,22.8758,217.215,31.2552,28.4768,64.9755,420.5392,15.73,220.2845,23.7288,3.3058,34.3811,122.1122,226.592,58.5872
PDE8A|5151,544.6064,469.8294,714.8818,674.7813,649.5195,686.9829,596.9499,676.8815,681.6293,233.1126,852.2474,761.9126,213.6654,511.7026,191.7676,452.3416,181.7289,1027.7228,598.5154,635.7549
PDE8B|8622,238.484,28.7141,29.2072,49.3858,6.7835,26.1808,186.8192,44.164,33.2502,13.9073,29.3725,16.0162,1.9662,14.2267,23.2446,0.551,20.1375,40.9241,10.418,15.7349
PDE9A|5152,78.1341,774.0325,133.5188,353.2986,823.0639,149.7539,1103.4858,290.2208,134.9958,35.7616,471.2951,86.0298,581.3534,21.5695,183.0508,219.2837,44.6955,751.1551,7.8135,48.2089
PDF|64146,191.5394,456.3546,137.8999,273.1606,208.4963,701.8536,277.9412,106.3362,181.1937,187.7417,171.6066,149.495,455.1729,135.0849,310.0291,130.4793,181.5766,160.429,196.3902,151.2086
PDGFA|5154,74.0525,458.5934,482.1511,207.9903,338.6094,352.9165,6684.6405,661.5593,120.3658,60.9272,313.3066,171.1443,138.9481,195.0436,51.816,950.4132,879.1749,1023.7624,318.2706,2201.2052
PDGFB|5155,190.0875,360.3829,1894.2976,492.9085,652.346,1678.7098,114.3791,420.9103,287.9468,235.0993,468.1798,468.1301,154.678,1090.8674,154.4794,582.9201,385.0688,998.0198,799.0624,1469.3673
PDGFC|56034,344.0233,33.2917,84.8401,336.6784,152.0633,74.3533,302.2876,283.9117,142.3109,67.5497,101.0236,25.1683,117.9748,238.6416,35.8354,46.832,1013.7525,601.9802,38.0258,374.9582
PDGFD|80310,104.3732,151.4773,299.9536,255.9515,92.1425,344.0151,60.4575,538.9815,150.2909,124.5033,297.2853,156.9586,78.6498,357.9624,64.891,9.3664,423.3792,390.7591,34.3795,21.4262
PDGFRA|5156,482.1691,475.3267,441.6875,292.668,194.9011,592.2191,319.7331,1458.1613,514.0349,875.5894,339.0565,257.4761,270.8832,92.5149,164.2034,156.3691,363.2908,950.5677,257.9971,1475.1657
PDGFRB|5159,1100.8746,584.2697,1052.8512,441.6232,1333.5218,4449.157,955.3377,4033.3484,1121.862,875.4967,1472.6302,930.7689,671.1453,649.3804,231.477,422.5895,3997.053,1566.3366,1388.2016,7216.9401
PDGFRL|5157,116.6181,26.6334,7.8813,12.3465,19.2199,287.4647,123.0937,292.0234,32.5852,39.7351,23.142,64.0647,48.5007,21.1106,44.5521,2.7548,41.7485,73.2673,36.984,83.696
PDHA1|5160,1665.8892,1176.4461,1187.2972,1625.9333,1076.8796,3427.2175,831.0893,844.5246,1318.0382,2408.6093,1619.0476,1892.6229,2478.1255,1456.6177,1314.77,1812.1212,2618.3694,1200.6139,1181.3153,2131.5701
PDHA2|5161,0,0,0,0.9497,0,0,0,0,0,0,0.8901,0,0,0,0,0,0,0,0,0
PDHB|5162,722.449,1606.3254,1363.9314,1227.5226,1176.9361,2130.5896,1754.3573,792.2488,1325.3533,813.245,1095.2381,985.6815,874.9795,1496.0991,1517.6755,638.0165,507.8585,1234.9835,684.4641,911.2822
PDHX|8050,573.2478,765.5223,947.2554,409.6649,339.706,894.2769,558.6057,368.4903,342.0183,562.894,645.1446,391.0556,257.5127,746.0532,620.5424,339.9669,533.8261,383.0759,628.4568,392.3134
PDIA2|64714,11.6618,4.5776,0.9272,9.4973,2.2612,5.7598,8.1699,177.5755,4.655,2.6887,114.3747,0.4576,2.6217,3.2125,3.3898,1.1019,0,1.3201,61.7216,0.3348
PDIA3P|171423,4541.691,2800.2497,4751.5067,3159.2681,2782.9282,4131.3227,5198.8017,1970.2569,3140.8146,3045.0331,5004.0053,2929.5883,1340.9798,4719.5961,3814.5278,2631.9559,2552.0629,4213.2013,4262.5342,4229.6619
PDIA3|2923,18086.4606,10795.3142,18876.2958,12103.9287,12504.0644,16969.18,18944.5425,7715.0158,12545.6692,12392.5563,19460.8322,10147.1292,8682.2219,17421.6292,14776.8378,10107.8623,9909.7888,17138.4092,16310.5665,16182.1861
PDIA4|9601,8392.4198,4584.6858,8879.9258,5269.5623,7698.6998,6189.6534,10384.5316,3406.0388,5290.7731,11369.5364,16714.2857,7114.3876,8880.2228,9031.207,12378.2082,5625.3444,9828.0943,6150.495,6790.9884,7008.0348
PDIA5|10954,815.1603,664.1698,716.2726,658.6359,719.0503,711.0692,521.7865,508.3371,343.8071,1176.8212,1109.4793,572.9217,775.3564,316.2001,294.9153,324.5179,746.0707,249.505,810.0013,722.7988
PDIA6|10130,8680.9796,5804.1656,7964.9745,6367.8698,4506.5178,6765.9074,8426.9608,4411.6539,6218.1214,11990.1192,15469.0699,3931.167,8942.9395,7143.0932,5809.0218,7180.8485,12144.6758,6367.9934,5829.1653,9625.3967
PDIK1L|149420,368.5131,1282.1473,593.4168,592.155,522.8943,209.446,487.4728,260.4777,392.3525,524.5033,377.3921,441.1314,197.9354,285.911,513.3172,379.0634,454.8134,255.4455,295.351,186.1399
PDILT|204474,0,0,0,0,0,0,0.5447,0,0,0,0,0,0,0,0,0,0,0,0,0
